id	user	nice	system	idle	cpu_jiffy_user	cpu_jiffy_kernel	cpu_jiffy_user_childs	cpu_jiffy_kernel_childs	iowait	irq	softirq	tot_intrpt	cntx	tot_process	minor_fault	minor_fault_childs	major_fault	major_fault_childs	no_threads	virtual_mem_size	resident_mem_size	total_cpu	duration	lseek	rt_sigtimedwait	uname	kill	epoll_create	umask	send	writev	fchmod	getpid	epoll_wait	read	getgid32	cacheflush	gettid	fsync	geteuid32	recvfrom	sched_get_priority_max	sendto	clock_gettime	inotify_init	connect	getsockname	close	flock	getegid32	rt_sigprocmask	inotify_add_watch	access	sigaltstack	munmap	socketpair	setpgid	getcwd	symlink	getpeername	sigaction	setsockopt	socket	sendmsg	epoll_ctl	chmod	brk	poll	open	select	unlink	sigprocmask	getsockopt	getpriority	recv	nanosleep	mkdir	set_tls	rmdir	dup	mprotect	listen	fork	fchown32	getuid32	sched_yield	statfs64	gettimeofday	mremap	fcntl64	execve	msync	wait4	chdir	madvise	getrusage	sched_setscheduler	ftruncate	rename	getdents64	accept	readv	prctl	pipe	sched_getparam	rt_sigreturn	write	setpriority	recvmsg	getrlimit	stat	restart_syscall	clone	sched_getscheduler	ioctl	readlink	clock_nanosleep	bind	futex	mmap2	utimes	energy	
1	4448.0	1.18181818182	1020.36363636	7535.63636364	3971.45454545	288.181818182	0.0	0.0	28.2727272727	0.636363636364	0.454545454545	91514.1818182	153264.636364	128.909090909	25279.6363636	0.0	0.0	0.0	19.3636363636	521213021.091	12685.0	4259.63636364	50	130.0	0.1	0.0	0.0	4.2	22.9	0.0	41.2	0.0	12464.2	20172.0	3672.3	2.8	7636.9	149.0	36.3	2.8	5000.0	0.0	136.0	43634.1	0.0	9.0	11.7	157.3	0.1	2.8	0.0	0.0	16.4	0.0	179.8	1.4	0.0	0.0	0.0	0.0	0.0	20.7	15.1	0.0	45.8	6.4	0.0	0.0	125.1	0.0	6.0	1920.2	7.7	49.9	0.0	219.6	3.8	15.5	0.0	20.0	5744.3	0.0	0.0	11.5	12355.2	8.7	0.4	32697.6	1.0	201.2	0.0	0.0	0.0	0.0	59.5	0.0	0.0	4.0	1.0	4.0	0.0	0.0	11.4	4.2	0.0	0.0	4186.4	16.4	0.0	0.0	117.7	1.6	15.5	0.0	7955.9	0.0	1.1	3.4	15360.4	418.0	0.0	88.5625476219	
